x y label
2.9606502 1.114879 2
3.1785445 1.382356 2
3.3056161 1.0488311 2
3.109666 1.0969129 2
3.0057096 1.0781552 2
2.937323 0.9196213 2
2.894943 1.0563565 2
2.8462083 1.070877 2
2.842605 1.3947697 2
3.071594 0.8319788 2
3.021345 0.7687846 2
2.9114895 1.0762634 2
3.025731 0.9037877 2
3.1309435 1.139203 2
3.019919 0.8440711 2
2.9467711 1.0116079 2
3.1709363 1.3326224 2
2.9509625 1.093957 2
2.7282813 1.2274878 2
2.984869 1.4829311 2
2.8966925 0.80861664 2
2.9097164 1.263607 2
2.636096 1.3433125 2
2.9133093 1.0466707 2
2.6652493 1.1145767 2
2.7882764 1.2106901 2
3.5451078 1.2184176 2
3.0084417 1.1770825 2
2.996339 1.0764475 2
2.9427695 1.1990103 2
2.6149354 0.952704 2
2.7574067 1.2018571 2
2.8531628 0.8800007 2
3.2386656 0.85796475 2
3.0900064 1.3097306 2
2.7532606 1.1268839 2
3.024571 1.2334636 2
3.0150414 1.3352237 2
3.0947523 1.1257662 2
3.058067 1.2504872 2
2.8503618 0.8377512 2
0.8573185 2.9515102 3
1.0284314 2.9711647 3
0.4752859 3.0008633 3
0.72058123 2.6624959 3
0.53870344 3.303135 3
0.62172765 2.9176314 3
0.75665206 3.122344 3
0.8437065 3.0612712 3
0.65623957 2.855854 3
0.38567874 2.7863715 3
0.84163797 3.1001878 3
0.67837137 3.10221 3
0.4913543 3.118035 3
0.68471223 3.0319417 3
0.32687882 3.2632432 3
0.6141229 2.7385764 3
0.6847988 2.9175782 3
0.5125567 2.7981763 3
0.8755096 3.18009 3
0.84529585 3.0166314 3
0.7535957 2.9824507 3
0.80717653 3.1605053 3
0.7596025 3.0093336 3
0.6362067 2.5457516 3
0.40017438 2.8132074 3
0.7549641 3.1056306 3
0.50995845 2.6873443 3
0.6884364 3.0958717 3
0.9193623 2.5795813 3
0.44989944 3.2714558 3
0.99108344 3.1423354 3
0.6155517 3.2573397 3
0.62551206 2.8306062 3
0.48452872 3.339361 3
0.5180269 3.0990362 3
0.46885958 3.0502262 3
0.67281145 2.9858353 3
0.5249945 3.183411 3
0.60778594 2.7704487 3
0.7086888 2.9221933 3
0.6003898 3.0314915 3
0.8137936 3.2432423 3
0.9921544 2.810382 3
0.5656682 2.7476633 3
0.5988436 2.8995142 3
0.4407754 3.0550883 3
0.68264383 2.9147677 3
0.5246993 2.9764476 3
0.41029575 2.994912 3
0.6894935 2.8366523 3
0.8873322 2.9709775 3
0.842847 3.1798797 3
0.6172957 2.8471043 3
0.8564407 3.0843587 3
0.4538015 2.9237883 3
0.22896542 2.880315 3
0.48229817 3.401125 3
0.55447596 3.2028055 3
0.8049498 2.93173 3
0.56568235 2.9885776 3
0.78677315 3.0518587 3
0.45412466 3.1600232 3
0.8423516 2.8586702 3
0.4520918 3.1893063 3
0.6161158 2.8497646 3
0.64853764 3.2458398 3
0.6694162 3.1036353 3
0.7330229 2.8076272 3
0.5659928 3.1280105 3
0.7756693 3.1730714 3
0.446161 2.951333 3
0.5424276 3.014948 3
0.4463368 2.788833 3
0.9015391 3.0028074 3
0.82709366 3.4227843 3
0.57944125 3.0119562 3
0.98471105 2.6893024 3
0.74612176 2.9540105 3
0.811127 2.9277222 3
0.7201963 2.9173498 3
0.74130297 3.0076828 3
0.6750573 3.432804 3
0.90560234 3.022391 3
0.75492954 2.94073 3
0.6274814 2.917825 3
0.74511194 3.1128955 3
0.6719588 3.005266 3
0.64299536 3.0120482 3
0.9492023 3.4787607 3
0.53154993 3.1201193 3
1.037252 2.8665216 3
0.847504 3.1166267 3
0.6945081 3.2142463 3
0.4209343 2.894072 3
0.74006754 3.0608733 3
0.8082419 2.7122717 3
0.46120676 2.7535453 3
0.37063113 3.0657992 3
0.8844943 2.6927207 3
0.44331643 3.038606 3
-1.5085615 1.2837424 4
-1.9017638 1.5868767 4
-1.917719 1.3417197 4
-1.6506028 1.4671543 4
-1.4716725 1.7697532 4
-2.0520718 1.5429074 4
-1.6218472 1.5037032 4
-1.900289 1.3444213 4
-2.0987246 1.2560993 4
-1.8020562 1.3551943 4
-1.989855 1.4259274 4
-1.9974757 1.445134 4
-1.597164 1.4221498 4
-1.7145957 1.0806533 4
-2.1378117 1.5260344 4
-1.7715892 1.2819498 4
-1.7111543 1.3132318 4
-1.917448 1.5405302 4
-1.8934289 1.2422633 4
-1.5996944 1.857878 4
-1.8082403 1.0880792 4
-1.7225466 1.5688695 4
-1.9254395 1.1870742 4
-2.022129 1.3312471 4
-1.9635056 1.3032668 4
-1.9413992 1.2886711 4
-2.2943394 1.1846724 4
-2.1393473 1.6568828 4
-1.8472539 1.5192412 4
-1.6580776 1.5821496 4
-1.8546335 1.4368013 4
-2.0062542 1.5170193 4
-1.9048392 1.2928329 4
-2.156011 1.6474174 4
-1.7820019 1.52243 4
-1.9001615 1.4023281 4
-1.7337667 1.5256552 4
-2.0764186 1.5274723 4
-1.5469697 1.5096332 4
-1.9434373 1.3244319 4
-1.7191631 1.7344582 4
-1.998693 1.5806881 4
-1.9664582 1.3258936 4
-1.8297454 1.2700946 4
-1.8839445 1.4782844 4
-2.3502386 1.3529541 4
-1.7426755 1.4307805 4
-1.8606346 1.7278137 4
-1.8009148 1.6590306 4
-1.7526497 1.4514674 4
-2.072947 1.2281975 4
-1.6317666 1.3700453 4
-1.9630108 1.5247748 4
-1.8658433 1.3680528 4
-1.600051 1.119739 4
-1.979118 1.2803676 4
-1.804159 1.78547 4
-1.5623299 1.396124 4
-1.9646121 1.6535586 4
-2.154046 1.4028901 4
-1.9069186 1.4043382 4
-2.1366003 1.2819453 4
-1.7210325 1.3606805 4
-1.9815207 1.2955678 4
-2.0545342 1.4836851 4
-1.9240417 1.4536996 4
-1.7538211 1.8281674 4
-2.177504 1.258534 4
-1.4021031 1.8654264 4
-2.0015447 1.5308728 4
-2.045732 1.6717703 4
-1.80903 1.5487293 4
-1.8447691 1.5385903 4
-1.83502 1.4781482 4
-1.5987732 1.1453675 4
-2.0451298 1.7276354 4
-1.9000906 1.472527 4
-2.0581417 1.8796022 4
-1.6647455 1.4444953 4
-1.8582278 1.1015954 4
-1.7280277 1.5112764 4
-1.9760787 1.5214849 4
-1.7394804 1.0625998 4
-1.8685448 1.4900771 4
-1.7109252 1.472569 4
-2.0545013 1.364461 4
-1.8389252 1.361674 4
-1.7981795 1.6228901 4
-1.5498315 1.6345448 4
-1.835026 1.2003771 4
-1.5107846 1.5165915 4
-1.430106 1.997313 4
-2.0943184 1.6808825 4
-1.6456707 1.3032182 4
-1.8767325 1.5036721 4
-2.0504832 1.5730711 4
-2.070218 1.2940395 4
-1.8586711 1.6221575 4
-1.8223252 1.1759799 4
-1.9957258 1.5478357 4
-1.1429143 -1.4684572 5
-1.0630302 -1.5094934 5
-1.2538433 -1.3927203 5
-1.5576901 -1.7044374 5
-1.0430512 -1.4087808 5
-0.85275644 -1.3748657 5
-1.1375594 -1.2186251 5
-1.23624 -1.4149452 5
-1.05289 -1.670198 5
-0.93700117 -1.4826407 5
-1.237573 -1.4803766 5
-0.9707536 -1.3195972 5
-1.0693964 -1.4677022 5
-1.3681877 -1.3948082 5
-1.3248305 -1.2188646 5
-1.1407846 -1.3684542 5
-1.0363897 -1.5660225 5
-1.04224 -1.463157 5
-1.3211141 -1.649111 5
-1.1570393 -1.7570796 5
-1.1809732 -1.4805152 5
-1.0346307 -1.499694 5
-1.1891391 -1.5023103 5
-1.0185704 -1.1934804 5
-1.0400121 -1.3010645 5
-1.0213708 -1.5669682 5
-1.0705897 -1.3130977 5
-1.0208772 -1.2599269 5
-1.0087188 -1.3009259 5
-1.2367133 -1.6101972 5
-1.0369169 -1.4726387 5
-1.0454767 -1.287009 5
-1.1212856 -1.4066747 5
-1.3597059 -1.2851351 5
-1.3040437 -1.5347774 5
-0.8954246 -1.4058471 5
-1.4319944 -1.2094628 5
-1.1330014 -1.4986161 5
-1.0357983 -1.4675809 5
-0.9378439 -1.4094666 5
-1.0478384 -1.7159749 5
-1.1434216 -1.643071 5
-1.2324016 -1.4955744 5
-1.3833069 -1.565376 5
-0.8984664 -1.344563 5
-0.98276746 -1.374251 5
-1.2460222 -1.388842 5
-0.8258715 -1.8009526 5
-1.202975 -1.6476758 5
-1.1209214 -1.5237799 5
-0.8999991 -1.5538391 5
-1.0429388 -1.4851694 5
-1.231589 -1.3764143 5
-1.2426914 -1.3281543 5
-1.0730495 -1.4343765 5
-1.083258 -1.2269017 5
-1.2693143 -1.7078856 5
-1.2405511 -1.6231709 5
-1.0936567 -1.0599022 5
-1.3153791 -1.4248922 5
-1.2096916 -1.4974035 5
-0.99471223 -1.2857996 5
-0.9472073 -1.5390058 5
-0.99531037 -1.6894851 5
-1.3879887 -1.2655545 5
-1.0933414 -1.3509294 5
-1.1189305 -1.6073036 5
-1.3084975 -1.576952 5
-0.8772888 -1.2633513 5
-1.1784614 -1.2229708 5
-1.2679366 -1.6897149 5
-1.3230048 -1.3491575 5
-1.2624129 -1.4605689 5
-1.087629 -1.4603059 5
-0.8932114 -1.4654161 5
-0.8882684 -1.2490143 5
-1.053145 -1.1782273 5
-0.7852804 -1.7143351 5
-1.0538653 -1.623434 5
-1.4295254 -1.1168202 5
-1.1143321 -1.4236507 5
-0.83282316 -1.3376268 5
-1.0401123 -1.4886223 5
-0.9340889 -1.4459183 5
-1.1974883 -1.6276284 5
-1.0989043 -1.2268747 5
-1.3606093 -1.3745205 5
-1.1751122 -1.6676254 5
-0.9701835 -1.4632078 5
-1.1466901 -1.3629903 5
-1.1911409 -1.6762855 5
-1.3172086 -1.3073549 5
-1.1520286 -1.3186533 5
-1.1062548 -1.1279899 5
-1.4102644 -1.4096234 5
-1.3978275 -1.213355 5
-1.0886245 -1.6195942 5
-1.0392456 -1.4609993 5
-1.3838788 -1.3642341 5
-1.1462634 -1.7112699 5
